Id,Sales
1,4016.4353
2,7322.2495
3,8662.619
4,6886.217
5,7322.7036
6,5615.601
7,7303.18
8,7651.992
9,4918.43
10,5603.4443
11,6596.229
12,7865.987
13,7201.6895
14,8388.504
15,5796.5664
16,4668.8896
17,5577.71
18,9633.22
19,10407.854
20,9534.572
21,8171.7847
22,4521.234
23,5726.9307
24,4108.201
25,7859.0874
26,11499.199
27,8623.726
28,5615.644
29,4771.124
30,4328.0776
31,5939.205
32,10602.83
33,6570.6343
34,5357.4375
35,5453.075
36,7662.4727
37,3693.2078
38,7316.9644
39,4408.7905
40,7061.131
41,6861.382
42,5226.6846
43,7659.426
44,6906.3057
45,5004.9863
46,6611.1
47,6815.5474
48,11815.606
49,5811.9688
50,8017.126
51,6605.4463
52,8673.9795
53,6557.849
54,9437.043
55,4686.9883
56,4772.9717
57,6058.1963
58,5828.5625
59,9083.739
60,7827.466
61,5493.394
62,7683.037
63,6511.377
64,10008.638
65,4138.554
66,13099.552
67,5047.4976
68,5922.3584
69,8050.1587
70,4721.9814
71,6266.11
72,6337.3306
73,7667.393
74,5663.222
75,5898.6406
76,7910.3535
77,7339.3594
78,6953.002
79,5218.3154
80,6829.825
81,11797.814
82,6301.3643
83,4296.2773
84,6841.2285
85,5566.7344
86,5683.9707
87,7400.4307
88,3930.56
89,7968.0396
90,5854.421
91,7239.893
92,6688.206
93,4218.9478
94,5652.801
95,5142.555
96,8093.858
97,8538.851
98,4967.479
99,5207.322
100,7363.7607
101,5929.537
102,5949.7456
103,6746.2656
104,6727.034
105,7697.1934
106,5654.823
107,4418.4907
108,6456.133
109,8259.894
110,7528.919
111,8313.79
112,7996.377
113,5727.34
114,8606.93
115,5631.6665
116,7360.903
117,9407.279
118,6516.938
119,10021.705
120,7573.9346
121,7689.1367
122,5904.6924
123,7178.989
124,7711.0005
125,6554.672
126,3927.5166
127,5538.621
128,7811.408
129,6061.9536
130,4342.3945
131,8351.685
132,6328.1797
133,5872.2
134,5672.2124
135,5315.7124
136,7284.6606
137,7186.2163
138,6982.27
139,5505.0176
140,6761.817
141,6592.1533
142,3946.0342
143,6055.2617
144,5014.778
145,8360.013
146,7102.07
147,6006.3555
148,11689.082
149,4918.294
150,5138.848
151,10785.729
152,6702.2935
153,8559.979
154,7430.958
155,5611.8315
156,6283.635
157,5379.8467
158,8262.707
159,11196.793
160,5992.701
161,3433.4238
162,4521.174
163,8426.104
164,8894.364
165,6334.1577
166,6783.742
167,4683.7524
168,5500.4727
169,3223.254
170,4781.2104
171,6039.745
172,7238.664
173,6778.4707
174,7219.0205
175,7952.028
176,9242.349
177,7437.2407
178,5056.21
179,9256.834
180,10795.434
181,5947.419
182,7519.41
183,5603.6743
184,6720.384
185,4315.3022
186,6932.328
187,5484.5146
188,8813.532
189,7025.1167
190,8605.756
191,7705.097
192,5327.407
193,8926.847
194,19093.812
195,10494.264
196,5695.715
197,3096.1528
198,6139.79
199,8517.815
200,5668.6807
201,12600.562
202,18360.096
203,4120.049
204,5126.667
205,8922.889
206,4928.325
207,8421.234
208,6822.2793
209,7635.5522
210,4236.369
211,6392.217
212,6413.8984
213,6982.909
214,9768.842
215,6340.0513
216,5839.586
217,6741.1904
218,5097.969
219,5110.521
220,7414.632
221,5951.301
222,5937.0186
223,7255.364
224,5907.0186
225,5635.611
226,7078.812
227,6991.98
228,8666.603
229,6655.3887
230,7644.1216
231,5568.9116
232,3789.0598
233,6452.4204
234,7089.86
235,6045.4795
236,4498.0737
237,8716.009
238,7121.687
239,9195.755
240,6770.9688
241,5844.629
242,5240.8125
243,4246.0225
244,10094.122
245,5136.246
246,7515.7744
247,13974.607
248,7137.9946
249,7879.247
250,5582.2285
251,4553.5825
252,7200.4736
253,4278.7935
254,5526.4463
255,10136.582
256,5174.415
257,16892.271
258,13016.744
259,4925.3457
260,6860.1387
261,5651.383
262,6619.953
263,5609.718
264,11433.746
265,7874.0337
266,8815.146
267,4450.024
268,7585.994
269,5059.1284
270,8561.064
271,7068.233
272,6188.118
273,6399.22
274,6053.9624
275,8306.086
276,9133.676
277,5892.3145
278,9979.527
279,6265.034
280,9206.769
281,5427.5493
282,5114.6855
283,5439.6045
284,10327.609
285,6107.6006
286,7872.907
287,6867.9097
288,9113.218
289,4419.325
290,7982.5
291,6545.3633
292,4093.9573
293,13658.572
294,16321.631
295,7053.3223
296,7029.943
297,9408.742
298,10738.389
299,10787.724
300,5630.05
301,7572.8584
302,5725.423
303,8554.078
304,4021.68
305,6146.886
306,5347.0737
307,5779.2373
308,7795.4062
309,5173.813
310,4801.7686
311,6758.1807
312,4028.107
313,4472.634
314,5933.571
315,6597.5312
316,9626.414
317,8661.893
318,6955.7812
319,6327.6904
320,6422.965
321,11245.606
322,7517.61
323,5336.9844
324,5257.1895
325,7382.263
326,4285.2227
327,7251.5933
328,3474.0237
329,5157.2676
330,8280.458
331,5991.2666
332,5673.3706
333,8841.122
334,9880.066
335,11792.111
336,5842.985
337,9860.0625
338,2949.905
339,5127.557
340,6471.657
341,4239.033
342,7823.2783
343,5136.8633
344,5118.917
345,8755.36
346,10811.373
347,8891.073
348,5425.6187
349,5053.5674
350,8044.2407
351,7104.2173
352,6105.789
353,5469.286
354,6636.093
355,9389.997
356,4588.46
357,6271.9043
358,7999.5806
359,8293.95
360,12948.173
361,4915.0625
362,13277.446
363,6843.0293
364,4965.3945
365,3736.2336
366,6270.343
367,6332.98
368,5620.413
369,7001.4497
370,5189.6987
371,4705.5337
372,7044.461
373,3536.1743
374,7365.636
375,7180.3037
376,7430.575
377,8840.389
378,5418.709
379,8834.884
380,6093.7686
381,5282.1465
382,5684.5723
383,4964.679
384,10099.303
385,5978.0117
386,5123.7144
387,7351.62
388,8538.541
389,7292.1685
390,6292.769
391,8504.503
392,5103.92
393,5793.6313
394,6487.021
395,8690.408
396,6470.0586
397,6410.883
398,6008.7617
399,5097.454
400,3900.0015
401,5486.665
402,8521.635
403,8369.755
404,10752.009
405,11227.698
406,7888.203
407,5229.502
408,5113.091
409,10590.55
410,10434.829
411,7627.5234
412,8246.685
413,7967.105
414,5749.135
415,3815.0938
416,9554.892
417,7054.083
418,6644.4346
419,6370.1533
420,3001.1782
421,11347.801
422,5949.626
423,5262.834
424,4854.2593
425,6173.3623
426,6270.696
427,8408.843
428,6401.3447
429,4806.8047
430,4966.91
431,4086.544
432,3164.874
433,7176.5654
434,17189.568
435,4827.809
436,5856.622
437,6874.4897
438,5230.395
439,5192.417
440,4934.7363
441,4152.537
442,7431.6387
443,6965.9194
444,4162.241
445,9009.147
446,5761.734
447,4729.789
448,8709.36
449,7847.8887
450,9433.804
451,5361.9517
452,6964.8765
453,4857.6636
454,4907.773
455,14332.852
456,10420.478
457,6431.9834
458,5521.6885
459,5125.7188
460,5864.3022
461,4881.3804
462,10349.678
463,5022.0444
464,5819.985
465,6979.7334
466,4712.64
467,6608.887
468,7278.903
469,7269.377
470,7178.51
471,4175.5557
472,5459.789
473,6926.717
474,9092.572
475,8524.261
476,6897.1943
477,4388.4663
478,7599.79
479,5974.1816
480,4327.1533
481,7266.0566
482,7271.2563
483,6620.7676
484,6023.8086
485,6050.2446
486,6432.4985
487,5702.4395
488,6988.1797
489,6670.323
490,6070.2627
491,9113.357
492,6192.1094
493,4633.2993
494,11930.215
495,6163.166
496,3464.5122
497,7739.1025
498,9848.323
499,10076.702
500,5017.2085
501,5857.3145
502,5890.275
503,7263.8115
504,5866.9263
505,8192.457
506,3367.3267
507,6053.4194
508,6212.899
509,5543.161
510,4962.246
511,6905.752
512,8578.352
513,5557.752
514,8447.911
515,7000.4883
516,8610.132
517,4957.6187
518,6388.2856
519,6525.5527
520,7904.9385
521,8198.281
522,5178.2466
523,8445.769
524,6978.0024
525,7439.993
526,4176.898
527,3864.3503
528,8349.168
529,6188.384
530,8688.237
531,7002.338
532,5695.3296
533,8348.89
534,6771.621
535,7171.4883
536,7962.8657
537,6036.779
538,8659.811
539,10900.084
540,7624.2646
541,4878.327
542,5824.05
543,4371.904
544,0.0
545,7805.4946
546,5429.5635
547,8301.342
548,4861.3115
549,6138.789
550,5869.294
551,9265.075
552,5080.367
553,5484.729
554,5810.2285
555,7281.8403
556,5211.6104
557,6901.1167
558,7301.648
559,7583.0713
560,7380.299
561,7019.3965
562,5868.32
563,4577.788
564,5149.6973
565,10582.755
566,9348.648
567,6467.862
568,14710.194
569,5871.158
570,5299.719
571,6123.0464
572,8754.643
573,10762.926
574,6982.4233
575,7958.386
576,7925.556
577,9002.748
578,6577.387
579,5818.7803
580,4916.7554
581,5046.6885
582,4217.9497
583,5246.0693
584,8365.677
585,16280.665
586,6662.699
587,5029.753
588,6906.3647
589,4316.13
590,6127.475
591,4254.6543
592,8872.555
593,6449.4917
594,6054.586
595,12276.64
596,11794.091
597,5654.672
598,6750.4946
599,3819.3503
600,5309.981
601,5494.793
602,8949.873
603,4831.9185
604,4517.061
605,5807.425
606,5864.8115
607,7108.508
608,7072.1914
609,3541.873
610,7109.905
611,8247.0625
612,7565.5884
613,5155.8213
614,4517.2163
615,7884.916
616,4812.7783
617,9634.433
618,4618.5215
619,5053.8857
620,6894.0835
621,5949.6436
622,4952.1035
623,6027.659
624,6925.8184
625,9041.609
626,10081.259
627,5719.8115
628,3843.0544
629,5657.467
630,6218.62
631,4795.8545
632,6633.0996
633,5950.126
634,10919.261
635,7227.8804
636,6120.039
637,7428.8887
638,4905.377
639,9154.188
640,5571.7275
641,13704.438
642,6280.992
643,5428.3467
644,5350.6504
645,4075.4841
646,6581.2783
647,18369.08
648,4262.4536
649,4597.6123
650,9847.693
651,6071.8955
652,7625.581
653,7833.7393
654,6229.55
655,5122.771
656,4701.8457
657,9140.325
658,5618.843
659,6876.713
660,7179.824
661,4706.6113
662,6437.4336
663,5772.1743
664,3964.7185
665,8320.866
666,8383.792
667,4363.163
668,7782.9175
669,7113.717
670,4833.5225
671,9258.839
672,6289.9785
673,8348.26
674,4747.3857
675,5029.0815
676,5945.825
677,0.0
678,7635.326
679,4095.2188
680,6215.898
681,4706.9795
682,6116.1763
683,5908.6133
684,6994.241
685,7020.1396
686,7738.335
687,5923.545
688,6868.7285
689,6398.1396
690,8697.764
691,9094.463
692,6702.626
693,3287.9631
694,6022.217
695,7167.187
696,4375.433
697,10718.18
698,5870.9404
699,6734.655
700,10018.628
701,6881.713
702,4450.1343
703,10998.52
704,9613.762
705,5123.328
706,8585.989
707,9354.446
708,5930.3853
709,5523.727
710,6695.987
711,5468.3784
712,5766.33
713,7258.8247
714,4967.621
715,5943.557
716,7429.4844
717,6580.544
718,7973.354
719,5860.6006
720,6429.542
721,4440.445
722,7705.6187
723,6840.3213
724,6020.04
725,6579.4326
726,7492.034
727,8925.246
728,5701.379
729,5295.131
730,6410.198
731,7248.827
732,6483.742
733,4444.3774
734,4259.19
735,7183.7837
736,7259.7456
737,5568.3433
738,8171.691
739,5823.933
740,6681.5874
741,5208.216
742,3514.0742
743,6928.8115
744,6366.1807
745,6913.0215
746,9012.225
747,7950.5566
748,4806.7637
749,8550.538
750,4040.5374
751,3351.3835
752,7431.185
753,11092.732
754,7946.076
755,7089.3867
756,4946.8154
757,6462.9346
758,8643.472
759,6179.99
760,8098.7847
761,5200.9927
762,4621.699
763,5356.942
764,5555.208
765,5483.829
766,5063.1787
767,5109.946
768,4305.3564
769,7101.0537
770,7083.06
771,5744.3115
772,6072.5903
773,6658.6143
774,5677.084
775,5527.9805
776,8590.584
777,7214.491
778,5991.3296
779,3896.4875
780,11228.855
781,6320.434
782,5626.437
783,8700.668
784,7658.4106
785,7420.8794
786,5764.0537
787,7105.471
788,9134.608
789,12495.033
790,5036.4165
791,5035.173
792,5470.199
793,6685.3867
794,5798.215
795,7569.977
796,8931.752
797,5833.1562
798,4113.0317
799,6024.67
800,7990.217
801,4843.3716
802,7362.869
803,4051.3823
804,7281.257
805,7938.569
806,7237.5176
807,8555.399
808,6142.7656
809,4444.3857
810,6363.4062
811,7397.805
812,8193.466
813,7339.681
814,8136.4834
815,6393.2476
816,4557.954
817,9313.361
818,4352.6543
819,10260.885
820,6317.963
821,4368.285
822,6615.4844
823,6079.458
824,7255.5093
825,8885.004
826,4083.158
827,4581.187
828,7803.0757
829,8659.092
830,9494.68
831,5093.4634
832,5888.994
833,6519.8164
834,6376.664
835,5861.9087
836,9924.342
837,8193.341
838,10435.396
839,4344.375
840,5780.7256
841,0.0
842,8056.465
843,5330.6045
844,10201.604
845,6409.3115
846,5570.367
847,5433.133
848,5202.8086
849,5118.1997
850,6156.1567
851,5030.871
852,5093.167
853,9741.906
854,6520.588
855,20251.215
856,6772.0537
857,4241.5776
858,7840.5044
859,9100.615
860,6923.302
861,7585.213
862,5953.1006
863,8188.3325
864,8444.794
865,5296.6562
866,5832.795
867,6742.7983
868,8684.948
869,7553.425
870,8211.122
871,5875.8027
872,4932.0776
873,5735.6445
874,10214.98
875,10774.48
876,10150.154
877,8560.501
878,4388.2524
879,5810.9985
880,4499.1035
881,8221.852
882,11760.202
883,9032.231
884,5975.8457
885,5165.859
886,4213.004
887,6089.1147
888,11589.971
889,6780.941
890,5284.6157
891,5658.929
892,8122.2783
893,3895.3726
894,7704.987
895,4431.0347
896,7000.1074
897,6849.886
898,5453.3613
899,7486.7407
900,7089.3257
901,5599.0103
902,7088.1763
903,6893.2354
904,11448.738
905,5733.4453
906,8650.598
907,7180.53
908,9079.78
909,6833.3174
910,9745.316
911,4881.7295
912,4953.6953
913,6526.5674
914,5799.321
915,9169.358
916,7842.7256
917,5949.4673
918,7472.302
919,6823.932
920,9779.441
921,4253.9927
922,14071.639
923,5319.0547
924,6174.958
925,8564.952
926,4996.724
927,6417.0435
928,6365.3975
929,7774.0737
930,5575.284
931,6148.5693
932,7943.492
933,7706.3613
934,7378.455
935,5612.4736
936,7006.8745
937,12057.784
938,6622.782
939,4519.63
940,6831.8643
941,5817.032
942,5842.996
943,7547.512
944,4121.232
945,8176.5327
946,6343.638
947,7378.1875
948,7401.8145
949,4483.103
950,5730.6846
951,5459.263
952,8390.904
953,8841.797
954,5081.157
955,5313.867
956,7471.9883
957,5986.126
958,6242.314
959,7097.9727
960,6952.2856
961,7954.425
962,6038.8115
963,4638.301
964,6757.6387
965,7908.483
966,8188.9106
967,8505.728
968,8396.26
969,5857.9683
970,8784.93
971,6234.8047
972,7777.048
973,9226.011
974,6640.8037
975,10544.288
976,8053.8833
977,7827.936
978,5751.625
979,7430.207
980,7786.741
981,6943.2334
982,4082.4841
983,5677.4844
984,8523.562
985,6107.991
986,4686.389
987,8926.114
988,6690.9688
989,5946.818
990,6027.952
991,5654.09
992,7722.2026
993,7397.41
994,7106.915
995,5610.7773
996,7986.2163
997,6890.9414
998,4066.3042
999,6032.5654
1000,5125.2246
1001,8714.845
1002,7492.4556
1003,6233.5557
1004,11886.805
1005,6007.2314
1006,5136.403
1007,11410.922
1008,7406.0513
1009,8787.185
1010,7822.159
1011,4897.5967
1012,6372.3047
1013,5536.7563
1014,8286.067
1015,12317.561
1016,5952.47
1017,3510.8977
1018,5324.3594
1019,8655.624
1020,9103.584
1021,6500.7593
1022,7145.2695
1023,4893.6367
1024,5779.617
1025,3405.0981
1026,5054.3535
1027,6053.489
1028,7532.6973
1029,7359.7236
1030,7695.329
1031,8038.519
1032,9135.253
1033,7642.8457
1034,5174.983
1035,9914.237
1036,11766.182
1037,6072.0576
1038,7983.376
1039,5639.993
1040,6994.5483
1041,4163.0913
1042,7403.3677
1043,5700.498
1044,9297.705
1045,7393.982
1046,8679.847
1047,8025.32
1048,5260.5054
1049,9368.429
1050,19864.03
1051,10695.703
1052,6044.3613
1053,3173.9993
1054,6285.3667
1055,8747.923
1056,5633.8047
1057,12740.195
1058,18783.742
1059,4300.5293
1060,5468.8584
1061,7700.836
1062,5723.124
1063,9051.48
1064,6873.139
1065,7985.409
1066,4207.526
1067,6791.077
1068,6702.178
1069,7295.341
1070,10327.117
1071,6129.246
1072,5907.278
1073,7067.909
1074,5392.562
1075,5412.9336
1076,7601.9434
1077,5920.3926
1078,6053.4946
1079,7783.014
1080,6128.79
1081,6189.925
1082,7185.12
1083,7429.541
1084,8618.225
1085,6816.074
1086,7398.9062
1087,5816.2275
1088,3911.6895
1089,6751.744
1090,7526.88
1091,6182.8438
1092,4643.2363
1093,9144.668
1094,7191.6333
1095,9675.568
1096,7300.4707
1097,5882.7344
1098,5230.794
1099,4300.71
1100,10287.773
1101,5218.7686
1102,7695.872
1103,14105.486
1104,7205.771
1105,6758.316
1106,5343.0767
1107,4779.1133
1108,7446.9795
1109,4387.215
1110,5806.909
1111,10339.564
1112,5346.4873
1113,17850.648
1114,14113.789
1115,4763.8022
1116,7060.309
1117,6085.399
1118,6879.98
1119,5860.662
1120,11519.21
1121,7688.5425
1122,8950.224
1123,4608.8794
1124,7879.112
1125,5082.786
1126,8711.18
1127,6970.273
1128,6261.665
1129,6436.2607
1130,6164.9355
1131,8595.125
1132,9374.596
1133,6062.786
1134,10498.85
1135,6331.2163
1136,9667.865
1137,5481.089
1138,5411.0596
1139,5617.8726
1140,11158.074
1141,6203.342
1142,7717.431
1143,7042.0024
1144,9127.397
1145,4540.241
1146,7994.9277
1147,6704.8955
1148,4281.4146
1149,14592.343
1150,16315.048
1151,7382.601
1152,7193.911
1153,10027.002
1154,11240.514
1155,11332.982
1156,5780.5273
1157,8094.9854
1158,5853.684
1159,8647.9
1160,4174.6074
1161,6407.3125
1162,5674.431
1163,5896.6885
1164,8215.549
1165,5549.425
1166,4985.346
1167,6803.1035
1168,3971.9868
1169,4826.621
1170,6011.4336
1171,7428.329
1172,9813.172
1173,8808.338
1174,7382.918
1175,6245.7505
1176,6504.6045
1177,11383.052
1178,7922.737
1179,5588.3657
1180,5446.9463
1181,7651.2993
1182,4455.269
1183,7520.2705
1184,3560.6816
1185,5644.3096
1186,8574.729
1187,6048.254
1188,5626.1147
1189,9027.547
1190,9684.598
1191,12362.118
1192,5940.8193
1193,9693.469
1194,3162.6619
1195,5488.963
1196,6607.431
1197,4339.3633
1198,8247.109
1199,5365.4663
1200,5428.259
1201,9227.313
1202,11334.042
1203,8116.137
1204,5510.45
1205,5101.608
1206,9176.462
1207,7997.6963
1208,6433.2593
1209,5457.9614
1210,7147.6416
1211,9550.145
1212,4888.5703
1213,6821.1533
1214,8267.334
1215,8742.368
1216,12952.273
1217,5156.8496
1218,14202.816
1219,6936.502
1220,5135.457
1221,3612.0186
1222,6578.347
1223,6241.921
1224,5768.2886
1225,6989.866
1226,5313.193
1227,4745.8057
1228,7092.0645
1229,3906.648
1230,7729.004
1231,7611.927
1232,7809.71
1233,9091.835
1234,5305.8037
1235,9431.824
1236,6475.3555
1237,5710.408
1238,5862.289
1239,5781.7017
1240,10425.8955
1241,6286.374
1242,5393.7656
1243,7979.2573
1244,8581.69
1245,7496.158
1246,6549.629
1247,9072.475
1248,5235.7607
1249,5856.951
1250,6692.8965
1251,8758.2
1252,6565.134
1253,6678.79
1254,6261.677
1255,5265.4805
1256,4104.3857
1257,5092.0015
1258,8471.294
1259,8277.022
1260,11042.328
1261,11305.8955
1262,7843.489
1263,5313.026
1264,5281.446
1265,11134.983
1266,11095.832
1267,7775.3716
1268,8686.05
1269,8121.3643
1270,6075.2783
1271,4038.1367
1272,9946.592
1273,7427.9463
1274,7050.578
1275,6452.7344
1276,3193.437
1277,11574.98
1278,5976.695
1279,5567.377
1280,5026.3433
1281,6563.9565
1282,6452.71
1283,9103.158
1284,6339.0234
1285,5074.812
1286,5022.442
1287,4677.305
1288,3246.1692
1289,7235.254
1290,17842.514
1291,4976.172
1292,5891.376
1293,7500.8286
1294,5323.3438
1295,5410.6675
1296,4997.1343
1297,4392.4614
1298,7403.149
1299,6975.4404
1300,4394.9175
1301,9345.261
1302,6153.609
1303,4830.4253
1304,8947.979
1305,7971.2397
1306,9668.732
1307,5751.302
1308,7388.638
1309,4983.3633
1310,5020.5356
1311,15969.571
1312,10543.272
1313,6313.517
1314,5683.342
1315,5098.1006
1316,6102.465
1317,4644.4326
1318,8934.913
1319,5357.259
1320,5929.6274
1321,6902.9004
1322,4812.714
1323,6802.8696
1324,7690.684
1325,7417.044
1326,7193.9043
1327,4425.501
1328,5592.957
1329,6941.386
1330,9642.789
1331,8754.108
1332,7033.7393
1333,4647.6235
1334,7819.7646
1335,6321.5435
1336,4489.6846
1337,7394.4053
1338,7499.305
1339,6843.088
1340,6347.839
1341,6530.8394
1342,6322.273
1343,6077.081
1344,7200.9204
1345,6640.538
1346,6541.213
1347,9249.933
1348,6296.948
1349,4879.9883
1350,12426.495
1351,6105.451
1352,3841.0425
1353,8009.819
1354,10290.826
1355,10715.788
1356,5296.0654
1357,6062.677
1358,6179.577
1359,7812.9434
1360,5907.8076
1361,8385.184
1362,3361.4312
1363,6336.7925
1364,6325.85
